Timestamp,Source IP,Destination IP,Source Port,Destination Port,Label,Explanation,Flow Packets/s,Flow Bytes/s,SYN Count,ICMP Count,HTTP Count
2025-12-05 09:23:49,192.168.137.175,74.125.24.188,17124,443,DoS,"pps=10000.0, bytes/s=550000",10000.0,550000.0,0,0,0
2025-12-05 09:23:49,74.125.24.188,192.168.137.175,443,17124,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-07 19:05:00,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:05:19,192.168.0.116,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:19,0.0.0.0,255.255.255.255,68,67,DoS,"pps=10000.0, bytes/s=3420000",10000.0,3420000.0,0,0,0
2025-12-07 19:05:31,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:05:39,192.168.0.1,224.0.0.1,0,0,DoS,"pps=10000.0, bytes/s=500000",10000.0,500000.0,0,0,0
2025-12-07 19:05:39,192.168.0.136,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:39,192.168.0.103,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=600000",10000.0,600000.0,0,0,0
2025-12-07 19:05:41,192.168.0.126,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:41,192.168.0.115,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:43,192.168.0.137,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:43,192.168.0.115,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:47,192.168.0.115,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:47,192.168.0.136,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=620000",10000.0,620000.0,0,0,0
2025-12-07 19:05:47,192.168.0.100,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=620000",10000.0,620000.0,0,0,0
2025-12-07 19:05:49,192.168.0.128,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=620000",10000.0,620000.0,0,0,0
2025-12-07 19:05:49,192.168.0.126,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=620000",10000.0,620000.0,0,0,0
2025-12-07 19:05:49,192.168.0.116,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:49,0.0.0.0,255.255.255.255,68,67,DoS,"pps=10000.0, bytes/s=3420000",10000.0,3420000.0,0,0,0
2025-12-07 19:05:51,192.168.0.118,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=1000000",10000.0,1000000.0,0,0,0
2025-12-07 19:05:53,192.168.0.116,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:53,192.168.0.128,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=870000",10000.0,870000.0,0,0,0
2025-12-07 19:05:53,192.168.0.100,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=2240000",10000.0,2240000.0,0,0,0
2025-12-07 19:05:55,192.168.0.112,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=6120000",10000.0,6120000.0,0,0,0
2025-12-07 19:05:55,192.168.0.128,239.255.255.250,32797,1900,DoS,"pps=10000.0, bytes/s=1670000",10000.0,1670000.0,0,0,0
2025-12-07 19:05:55,192.168.0.126,104.208.16.91,44334,443,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:55,104.208.16.91,192.168.0.126,443,44334,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:55,104.208.16.91,192.168.0.126,443,65198,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:05:59,192.168.0.112,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=6120000",10000.0,6120000.0,0,0,0
2025-12-07 19:05:59,192.168.0.118,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=1000000",10000.0,1000000.0,0,0,0
2025-12-07 19:06:01,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:06:05,192.168.0.112,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=6120000",10000.0,6120000.0,0,0,0
2025-12-07 19:06:15,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:06:19,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:06:21,0.0.0.0,255.255.255.255,68,67,DoS,"pps=10000.0, bytes/s=3420000",10000.0,3420000.0,0,0,0
2025-12-07 19:06:21,192.168.0.112,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=6120000",10000.0,6120000.0,0,0,0
2025-12-07 19:06:27,192.168.0.118,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=860000",10000.0,860000.0,0,0,0
2025-12-07 19:06:35,192.168.0.126,192.168.0.133,5353,5353,DoS,"pps=10000.0, bytes/s=5530000",10000.0,5530000.0,0,0,0
2025-12-07 19:06:35,192.168.0.126,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=5530000",10000.0,5530000.0,0,0,0
2025-12-07 19:06:49,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:06:54,192.168.0.112,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=6120000",10000.0,6120000.0,0,0,0
2025-12-07 19:06:54,192.168.0.116,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:06:54,0.0.0.0,255.255.255.255,68,67,DoS,"pps=10000.0, bytes/s=3420000",10000.0,3420000.0,0,0,0
2025-12-07 19:06:56,192.168.0.116,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:06:58,192.168.0.126,23.62.12.40,21005,80,DoS,"pps=665.3, bytes/s=49565",665.3049225400518,49565.21672923386,1,0,1
2025-12-07 19:06:58,23.62.12.40,192.168.0.126,80,21005,DoS,"pps=710.3, bytes/s=66628",710.3210947026148,66628.11868310528,1,0,0
2025-12-07 19:07:18,192.168.0.118,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:07:20,192.168.0.128,192.168.0.255,57621,57621,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-07 19:07:22,192.168.0.118,224.0.0.251,5353,5353,DoS,"pps=10000.0, bytes/s=1000000",10000.0,1000000.0,0,0,0
2025-12-07 19:07:22,192.168.0.118,224.0.0.22,0,0,DoS,"pps=10000.0, bytes/s=540000",10000.0,540000.0,0,0,0
2025-12-07 19:07:26,0.0.0.0,255.255.255.255,68,67,DoS,"pps=10000.0, bytes/s=3420000",10000.0,3420000.0,0,0,0
