Timestamp,Source IP,Destination IP,Protocol,Predicted_Label,Explanation
2025-10-19 18:43:35,10.229.181.206,34.107.243.93,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:35,34.107.243.93,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:35,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:45,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:45,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:45,10.229.181.206,104.18.32.47,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:45,104.18.32.47,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:45,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:55,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:55,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:55,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:43:55,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:05,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:05,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:05,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:05,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:05,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:15,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:15,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:15,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:15,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:15,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:25,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:25,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:25,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:25,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:36,10.229.181.206,34.107.243.93,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:36,34.107.243.93,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:36,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:36,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:46,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:46,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:46,10.229.181.206,104.18.32.47,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:46,104.18.32.47,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:46,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:56,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:44:56,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:06,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:06,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:06,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:06,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:16,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:16,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:16,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:16,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:16,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:26,10.229.181.206,104.18.32.47,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:26,104.18.32.47,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:26,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:26,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:26,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:37,10.229.181.206,34.107.243.93,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:37,34.107.243.93,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:37,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:37,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:47,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:47,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:47,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:47,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:57,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:57,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:57,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:57,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:45:57,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:07,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:07,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:07,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:07,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:17,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:17,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:17,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:17,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:17,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:27,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:27,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:27,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:27,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:27,10.229.181.206,104.18.32.47,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:38,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:38,10.229.181.206,103.10.124.5,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:38,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:38,10.229.181.206,103.10.124.4,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:38,103.10.124.4,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:48,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:48,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:48,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:48,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:48,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:58,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:58,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:58,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:58,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:46:58,10.229.181.206,10.229.181.14,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:08,10.229.181.206,18.161.232.131,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:08,18.161.232.131,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:08,10.229.181.206,104.86.189.34,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:08,10.229.181.206,104.86.189.34,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:08,10.229.181.206,104.86.189.34,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:18,10.229.181.206,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:18,10.229.181.206,13.107.6.254,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:18,13.107.6.254,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:18,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:18,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:28,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:28,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:28,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:28,10.229.181.206,23.58.39.59,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:28,23.58.39.59,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:39,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:39,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:39,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:39,10.229.181.206,23.58.39.59,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:39,23.58.39.59,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:49,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:49,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:49,10.229.181.206,23.58.33.33,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:49,23.58.33.33,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:49,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:59,10.229.181.206,155.133.225.21,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:59,155.133.225.21,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:59,10.229.181.206,57.144.209.32,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:59,57.144.209.32,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:47:59,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:09,10.229.181.206,18.161.232.131,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:09,18.161.232.131,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:09,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:09,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:09,10.229.181.206,13.107.6.254,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:19,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:19,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:19,10.229.181.206,10.229.181.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:19,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:19,10.229.181.14,10.229.181.206,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:29,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:29,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:29,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:29,10.229.181.206,23.58.33.33,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:29,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:39,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:39,204.79.197.254,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:39,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:39,104.46.162.226,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:39,13.107.6.254,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:50,10.229.181.206,155.133.225.21,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:50,155.133.225.21,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:50,10.229.181.206,23.58.39.59,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:50,23.58.39.59,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 18:48:50,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:38:42,10.229.181.206,23.58.39.59,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:38:42,23.58.39.59,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:38:42,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:38:42,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:38:42,146.75.119.52,10.229.181.206,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:32,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:32,10.229.181.206,104.46.162.226,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:32,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:32,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:32,10.229.181.206,146.75.119.52,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:51,0.0.0.0,255.255.255.255,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:51,192.168.29.1,192.168.29.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:51,192.168.29.1,192.168.29.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:51,192.168.29.14,192.168.29.1,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:40:51,192.168.29.14,192.168.29.1,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:01,192.168.29.1,192.168.29.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:01,192.168.29.1,192.168.29.14,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:01,192.168.29.1,192.168.29.14,1,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:01,192.168.29.14,151.101.157.91,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:01,151.101.157.91,192.168.29.14,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:11,192.168.29.14,224.0.0.251,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:11,192.168.29.14,184.84.232.70,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:11,192.168.29.14,34.107.221.82,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:11,192.168.29.14,34.107.221.82,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:11,184.84.232.70,192.168.29.14,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:21,192.168.29.187,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:21,192.168.29.187,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:21,192.168.29.187,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:21,192.168.29.187,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-19 19:41:21,192.168.29.187,239.255.255.250,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
